code,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
BFA,0.039581,0.038504,0.039564,0.036099,0.037992,0.029905,0.031383,0.032976,0.042188,0.033983,0.039281,0.033248,0.028374,0.0352,0.026759,0.049915,0.033155,0.04335,0.040318,0.047117
NIC,0.0094705,0.0095007,0.011199,0.013974,0.0091896,0.0099555,0.0093267,0.010001,0.011299,0.010591,0.01116,0.0092541,0.010384,0.0095239,0.0097979,0.011813,0.0098202,0.010017,0.010316,0.010021
FRA,0.00022975,0.00024068,0.00029761,0.00020708,0.00021655,0.00021238,0.00025538,0.00022363,0.00023306,0.00026787,0.00023586,0.0002581,0.00021315,0.00020507,0.00019962,0.00020915,0.00022309,0.00025485,0.0002199,0.00024275
ETH,0.1247,0.12056,0.12115,0.12681,0.11395,0.12681,0.13806,0.11883,0.12826,0.1151,0.11441,0.10682,0.12209,0.11454,0.11142,0.14929,0.12865,0.12526,0.14501,0.1193
SLV,0.0029852,0.0027675,0.0029418,0.003871,0.0028633,0.0034657,0.0026011,0.0027344,0.0032863,0.0029657,0.0029962,0.0024864,0.0030937,0.0027861,0.0027065,0.0031064,0.0028506,0.0028359,0.0031329,0.0031072
LCA,0.00024606,0.00025777,0.00031874,0.00022178,0.00023192,0.00022746,0.00027351,0.0002395,0.0002496,0.00028688,0.0002526,0.00027643,0.00022829,0.00021962,0.00021379,0.000224,0.00023893,0.00027295,0.00023552,0.00025998
GMB,0.00093817,0.00086208,0.00091964,0.0007583,0.00088486,0.00078647,0.00075141,0.00095853,0.0010581,0.00084645,0.0010207,0.00076976,0.00068386,0.00078526,0.00055995,0.0011787,0.00069529,0.00092542,0.00093331,0.0009155
NGA,0.16364,0.14716,0.16249,0.13756,0.15063,0.1343,0.13982,0.13491,0.15341,0.14508,0.16956,0.14015,0.14596,0.16265,0.14601,0.20836,0.14014,0.17311,0.15255,0.16549
VCT,0.000095163,0.000099692,0.00012327,0.000085772,0.000089695,0.000087968,0.00010578,0.000092627,0.000096534,0.00011095,0.000097693,0.00010691,0.000088289,0.000084939,0.000082685,0.000086632,0.000092405,0.00010556,0.000091086,0.00010055
BRB,0.00013966,0.0001466,0.00018105,0.00012578,0.00013241,0.00012949,0.00015642,0.00013698,0.00014293,0.00016388,0.00014341,0.00015716,0.0001297,0.00012534,0.0001223,0.00012769,0.00013654,0.00015621,0.00013587,0.00014923
CMR,0.078166,0.068021,0.072325,0.065576,0.072609,0.070567,0.07164,0.063383,0.073913,0.068997,0.074516,0.065194,0.067388,0.072573,0.066001,0.09626,0.067091,0.074906,0.068531,0.070966
DJI,0.0012159,0.0011884,0.0012888,0.0013939,0.0011556,0.0012037,0.0013679,0.0011951,0.0013722,0.0012622,0.0011897,0.0010799,0.001023,0.00098358,0.00094373,0.001155,0.0012344,0.0012748,0.0013053,0.0011961
GNB,0.0039826,0.0036239,0.0038878,0.0031861,0.0037455,0.0032998,0.003131,0.0040039,0.0043911,0.0035257,0.0042207,0.0031999,0.0028297,0.0032591,0.0023198,0.0048595,0.0028411,0.0038045,0.0038233,0.0037657
GIN,0.024489,0.021379,0.024808,0.025589,0.024323,0.021732,0.01893,0.023629,0.021717,0.02124,0.025463,0.021535,0.019381,0.024322,0.022189,0.031786,0.021405,0.029536,0.030818,0.03097
COL,0.060779,0.053024,0.068201,0.0576,0.053808,0.060801,0.056576,0.06772,0.052146,0.063413,0.061325,0.057969,0.05141,0.046976,0.059933,0.046563,0.059089,0.071741,0.066947,0.05852
NLD,0.00006397,0.000064275,0.000080938,0.000064309,0.000063949,0.000074571,0.000073063,0.000070109,0.00006919,0.000076189,0.000079089,0.000076246,0.000063194,0.000059678,0.000074788,0.000054815,0.000082093,0.000080906,0.000069301,0.000074319
BEN,0.029,0.023798,0.027674,0.021534,0.02474,0.021854,0.021514,0.023708,0.025867,0.024183,0.029904,0.02622,0.024274,0.028149,0.026655,0.035097,0.02566,0.031964,0.032063,0.032224
GRD,0.00014274,0.00014954,0.00018491,0.00012866,0.00013454,0.00013195,0.00015867,0.00013894,0.0001448,0.00016643,0.00014654,0.00016036,0.00013243,0.00012741,0.00012403,0.00012995,0.00013861,0.00015834,0.00013663,0.00015082
VEN,0.11242,0.093762,0.11376,0.098058,0.086234,0.099829,0.1092,0.10633,0.0952,0.09872,0.098221,0.10349,0.085187,0.079719,0.096482,0.10003,0.11545,0.12562,0.11373,0.11253
SOM,0.046008,0.036864,0.046079,0.039829,0.037534,0.056359,0.056812,0.049928,0.036538,0.036214,0.032198,0.033683,0.035295,0.031045,0.037603,0.041378,0.041493,0.035205,0.046899,0.036927
TTO,0.0020077,0.0018295,0.0020142,0.0011931,0.001567,0.0015656,0.0017884,0.0013453,0.0018014,0.0011569,0.0012394,0.001393,0.0010466,0.0010186,0.0010235,0.0013738,0.0013421,0.0014208,0.0014372,0.0017502
CRI,0.0031544,0.0030256,0.0027479,0.0029938,0.0031267,0.0026691,0.0030478,0.0027752,0.0031195,0.003246,0.0027836,0.0028147,0.0029599,0.0026995,0.0026371,0.0033313,0.0027357,0.002679,0.0029828,0.0027169
GHA,0.051218,0.040722,0.048359,0.037058,0.044103,0.038982,0.037884,0.043158,0.045666,0.043821,0.05557,0.049206,0.044997,0.052428,0.051263,0.066346,0.050086,0.061967,0.064308,0.06291
TGO,0.017711,0.013907,0.0166,0.012647,0.015041,0.01321,0.012747,0.014506,0.015372,0.014581,0.018377,0.016181,0.014666,0.017046,0.016559,0.021283,0.01574,0.0196,0.020169,0.019682
CAF,0.13081,0.11097,0.11962,0.094516,0.11096,0.11785,0.11327,0.10436,0.12976,0.11467,0.1121,0.11942,0.12148,0.13508,0.10554,0.16962,0.12887,0.12959,0.12838,0.11935
CIV,0.049438,0.042836,0.051038,0.039942,0.050695,0.045194,0.040223,0.046729,0.042522,0.041619,0.056758,0.045931,0.041231,0.04768,0.043314,0.061451,0.051283,0.057413,0.057372,0.058984
SLE,0.0083698,0.0082786,0.0092112,0.012462,0.0089199,0.0092864,0.0082802,0.0093947,0.007935,0.0083683,0.009993,0.008778,0.0084366,0.010365,0.011711,0.011562,0.010162,0.01285,0.013942,0.01358
LKA,0.015644,0.013735,0.013053,0.014876,0.016084,0.016852,0.01622,0.014764,0.016215,0.016576,0.014681,0.016791,0.016006,0.015824,0.014804,0.017274,0.016764,0.018305,0.019363,0.019165
PAN,0.0054379,0.0047307,0.0054848,0.0051523,0.0048237,0.004603,0.0048517,0.0050374,0.0047589,0.0051458,0.0049269,0.0046226,0.0047047,0.0044894,0.0044206,0.0047452,0.0042455,0.0049774,0.0055745,0.0046919
GUY,0.0065093,0.0066606,0.0066166,0.0058777,0.0062513,0.0066851,0.0075902,0.0063578,0.007595,0.0069137,0.0078638,0.0077517,0.0076797,0.0078268,0.0092049,0.010076,0.0097083,0.0087353,0.010543,0.012109
LBR,0.010731,0.010392,0.011649,0.013962,0.01131,0.011399,0.010054,0.011158,0.0095203,0.0097399,0.011702,0.009926,0.0094189,0.011005,0.01174,0.012305,0.010661,0.012725,0.013464,0.013141
MYS,0.04248,0.043132,0.051692,0.051142,0.037291,0.041432,0.051879,0.053046,0.038262,0.044987,0.045851,0.050394,0.037032,0.032829,0.04393,0.039228,0.040441,0.038276,0.075363,0.057645
SUR,0.0066338,0.0068782,0.00629,0.0071697,0.0066053,0.0073691,0.0074627,0.0065422,0.0071373,0.0072147,0.0084988,0.0075217,0.008541,0.0085258,0.0093278,0.010659,0.0091986,0.0075995,0.010241,0.010887
IDN,0.61993,0.57591,0.47603,0.19164,0.20033,0.18308,0.25272,0.32774,0.21165,0.251,0.22269,0.37288,0.19422,0.1708,0.28004,0.15869,0.22009,0.20831,0.25415,0.29377
FRA,0.0029545,0.0030154,0.0028314,0.0031134,0.0029126,0.0029926,0.0030842,0.0028133,0.00311,0.0031538,0.0036161,0.003227,0.0036537,0.0037043,0.0040449,0.0046336,0.0040073,0.0035612,0.0044739,0.0046374
COD,0.32689,0.2941,0.30802,0.32102,0.26302,0.28837,0.38126,0.295,0.29998,0.30296,0.26639,0.27358,0.25127,0.27657,0.23654,0.33954,0.29784,0.27259,0.31066,0.26884
BRA,0.89797,0.73486,0.78968,0.83917,0.66565,0.53155,0.91886,0.75732,0.74352,0.82379,0.57733,0.65633,0.52339,0.82753,0.76235,1.1053,0.7542,0.86385,0.95675,0.91049
BRN,0.00063149,0.00069452,0.00074954,0.00065455,0.00064108,0.00063121,0.00079506,0.00094511,0.00070223,0.00081617,0.00074754,0.0010919,0.00063333,0.00057254,0.00086458,0.00060012,0.00069408,0.00062557,0.00070906,0.00073112
KEN,0.08045,0.069415,0.080944,0.082903,0.055654,0.080234,0.09911,0.088721,0.074485,0.063897,0.061926,0.066752,0.069051,0.062617,0.067981,0.091402,0.084394,0.082794,0.082869,0.071936
UGA,0.047563,0.044696,0.038885,0.045711,0.033904,0.042924,0.04757,0.048984,0.052905,0.043911,0.040228,0.039196,0.043854,0.038913,0.035345,0.065116,0.04393,0.047998,0.050508,0.040126
GNQ,0.0037424,0.0036647,0.0036293,0.0032633,0.0034261,0.0035674,0.0033373,0.003107,0.0033156,0.0030873,0.0031448,0.0030628,0.0028451,0.0029644,0.0032786,0.0036652,0.0034552,0.0033529,0.0035194,0.0034844
COG,0.022287,0.02019,0.021186,0.020002,0.018794,0.02022,0.025685,0.021059,0.021747,0.020961,0.019148,0.021906,0.020284,0.020749,0.019734,0.025573,0.024377,0.02216,0.025192,0.0219
GAB,0.013849,0.013285,0.01282,0.013594,0.013332,0.013032,0.015427,0.012471,0.012678,0.013088,0.012928,0.012779,0.011819,0.012499,0.012073,0.013741,0.014127,0.012896,0.013979,0.013221
STP,0.00081959,0.00084464,0.00081599,0.00076918,0.00077042,0.00082452,0.00084827,0.00075873,0.00075338,0.00077285,0.00078471,0.00073179,0.00070133,0.00072881,0.00075587,0.00073863,0.00077568,0.00070942,0.00076154,0.00071409
ECU,0.016174,0.015935,0.015649,0.016612,0.014148,0.015272,0.012945,0.013569,0.013733,0.014588,0.014103,0.014134,0.014393,0.015073,0.014532,0.016879,0.014158,0.014062,0.013813,0.014654
SGP,0.00016918,0.00016775,0.00020675,0.00020591,0.00014301,0.00016713,0.00020946,0.00019851,0.00013733,0.0001627,0.00017632,0.00017501,0.00013641,0.00012136,0.00015575,0.00014718,0.00015215,0.00014149,0.00034186,0.00024249
PER,0.043243,0.04194,0.040269,0.044416,0.038409,0.041434,0.038625,0.036424,0.040439,0.045336,0.040322,0.041679,0.04221,0.042995,0.040293,0.051281,0.041558,0.041603,0.042783,0.043245
TZA,0.13522,0.11918,0.12226,0.14465,0.10193,0.11,0.16515,0.13251,0.12128,0.11388,0.11467,0.10378,0.10384,0.10486,0.10211,0.13728,0.10716,0.12015,0.11505,0.1134
RWA,0.0043823,0.0036984,0.0042267,0.0049583,0.003625,0.0038559,0.0046269,0.004258,0.003999,0.0042795,0.0038784,0.0034644,0.0034736,0.0038654,0.0035391,0.0047257,0.0039842,0.0038309,0.0044634,0.0040076
PNG,0.023264,0.025185,0.028834,0.015003,0.01445,0.014713,0.016477,0.020404,0.015212,0.019181,0.014344,0.018163,0.012622,0.012702,0.014125,0.014095,0.012958,0.013632,0.013948,0.016534
BDI,0.0045734,0.0038603,0.0044129,0.0051761,0.0037851,0.0040249,0.0048344,0.0044628,0.0042022,0.0045091,0.0040933,0.003664,0.0036808,0.0041076,0.0037664,0.0050394,0.0042593,0.0041014,0.00479,0.0042997
AGO,0.14012,0.12678,0.12951,0.11756,0.10096,0.10791,0.15987,0.11191,0.1159,0.11829,0.095513,0.096439,0.099109,0.10895,0.090068,0.12644,0.11145,0.11174,0.12142,0.10519
SLB,0.001652,0.002001,0.0031268,0.0024563,0.0017004,0.0019073,0.0020552,0.0025056,0.0019347,0.0022321,0.0020089,0.0026192,0.0016999,0.0017801,0.0017389,0.0018305,0.0018002,0.0019873,0.0016261,0.0014924
ZMB,0.10219,0.094582,0.098648,0.084871,0.063271,0.078605,0.11991,0.085665,0.088135,0.080775,0.070348,0.06926,0.072065,0.079117,0.065424,0.094075,0.075167,0.082134,0.089311,0.07763
TLS,0.0012026,0.0011003,0.0012057,0.0011035,0.0010863,0.0011222,0.0011911,0.0012657,0.0012536,0.0011618,0.0010532,0.0012304,0.00103,0.0010431,0.0010224,0.00095327,0.0010001,0.00093318,0.00092881,0.0010439
MWI,0.015674,0.014881,0.014266,0.013844,0.010849,0.011614,0.017812,0.013865,0.014184,0.012855,0.012524,0.012128,0.012406,0.01381,0.012029,0.017438,0.013906,0.015036,0.015926,0.014728
BOL,0.072527,0.064526,0.07074,0.06095,0.060082,0.05097,0.065383,0.06301,0.058466,0.077179,0.05062,0.056742,0.042728,0.066966,0.061073,0.11064,0.064586,0.066752,0.070462,0.073549
AUS,0.30031,0.24411,0.22509,0.18097,0.17335,0.15533,0.19127,0.22213,0.21805,0.20211,0.13616,0.20389,0.1183,0.193,0.18377,0.20174,0.1741,0.19524,0.22131,0.22764
MOZ,0.060228,0.060211,0.053585,0.052314,0.040963,0.046576,0.069081,0.050057,0.055242,0.051227,0.046433,0.047111,0.045619,0.053844,0.050063,0.065969,0.049835,0.053724,0.059573,0.056595
COM,0.0012988,0.0012005,0.0012313,0.0012734,0.0011497,0.0012636,0.0012371,0.001267,0.0013084,0.0011862,0.0013693,0.0012898,0.0011833,0.0011452,0.0012674,0.0013173,0.0012413,0.0012225,0.0012188,0.0013118
MDG,0.029315,0.027711,0.027699,0.026204,0.024688,0.025657,0.032032,0.025808,0.02956,0.025707,0.025945,0.024427,0.022573,0.023039,0.024558,0.028531,0.026542,0.025122,0.029846,0.027215
FRA,0.00043547,0.0003997,0.00041203,0.00042554,0.00038539,0.00042242,0.00041397,0.00042175,0.00043617,0.00039414,0.00045699,0.00043109,0.0003959,0.00038316,0.00042222,0.00044035,0.0004162,0.00040873,0.00040661,0.00043778
WSM,0.00017763,0.00013836,0.00016225,0.00024689,0.00017316,0.00011142,0.00012733,0.00014185,0.00015139,0.00014084,0.00012359,0.00013563,0.00013395,0.00014114,0.00015036,0.00017662,0.000174,0.00013873,0.00011929,0.00016753
VUT,0.0014464,0.0013585,0.0014212,0.0012421,0.0010927,0.0014217,0.0011042,0.0013777,0.0012057,0.00119,0.0010427,0.0011382,0.00088383,0.0010635,0.00098287,0.0008953,0.0008909,0.00098471,0.00086538,0.0011098
USA,0.000087371,0.000068861,0.000085975,0.00013576,0.000092312,0.000061138,0.000075117,0.000089049,0.000087659,0.000085699,0.000078839,0.000076566,0.000078369,0.000088377,0.000089549,0.00010694,0.00010629,0.000077207,0.00007884,0.000090306
ZWE,0.059029,0.049632,0.048909,0.034268,0.025536,0.033772,0.04564,0.041342,0.049035,0.036493,0.029207,0.029238,0.031756,0.03713,0.038487,0.041305,0.030273,0.03912,0.043155,0.034199
FJI,0.00095762,0.00099866,0.0011505,0.0010144,0.00098975,0.0010654,0.00087989,0.00083754,0.00078154,0.00089239,0.00090133,0.00096539,0.00085738,0.00085263,0.00096141,0.00078766,0.00075117,0.0010164,0.00083999,0.0010009
NAM,0.033902,0.031915,0.02678,0.021126,0.021019,0.019552,0.017235,0.017131,0.018754,0.015726,0.016631,0.014722,0.014205,0.014028,0.015977,0.015687,0.013867,0.015309,0.018436,0.015837
CHL,0.016883,0.016184,0.01575,0.015102,0.015802,0.015405,0.016066,0.01483,0.01557,0.015945,0.014922,0.015412,0.015765,0.017568,0.015182,0.01639,0.016852,0.016033,0.018809,0.016803
BWA,0.043695,0.029809,0.028983,0.021565,0.017234,0.019325,0.023703,0.024439,0.028259,0.014765,0.012091,0.014642,0.015871,0.021742,0.02024,0.02152,0.016695,0.021451,0.026076,0.017293
TON,0.00019525,0.00021435,0.0002424,0.00022314,0.00021426,0.00019331,0.00019304,0.00018538,0.0001911,0.00020862,0.00018808,0.00022052,0.00016896,0.00020112,0.0002078,0.00017839,0.00018343,0.000236,0.00019404,0.000231
PRY,0.038845,0.027056,0.030692,0.023241,0.02505,0.019022,0.035535,0.031283,0.029952,0.023458,0.0095369,0.023821,0.018532,0.027583,0.024688,0.035541,0.025805,0.032424,0.035651,0.038635
FRA,0.00099767,0.00099253,0.0011062,0.00081936,0.00083653,0.0010931,0.00098231,0.0010676,0.0008996,0.00084032,0.00079481,0.00074847,0.00072808,0.00088624,0.00091795,0.00080758,0.00080129,0.00086365,0.00083361,0.0009116
MUS,0.000087756,0.000095501,0.000084486,0.000093242,0.000084095,0.000083885,0.000082385,0.000091083,0.000082623,0.000074354,0.000077298,0.000076104,0.000067321,0.000070969,0.000069833,0.000075882,0.000067765,0.000076972,0.000076349,0.000075644
FRA,0.00022409,0.00024387,0.00021574,0.0002381,0.00021474,0.00021421,0.00021038,0.00023259,0.00021098,0.00018987,0.00019738,0.00019434,0.00017191,0.00018123,0.00017832,0.00019377,0.00017304,0.00019655,0.00019496,0.00019316
ARG,0.12078,0.096001,0.087256,0.071752,0.068897,0.059352,0.049965,0.080842,0.079145,0.065372,0.054167,0.06222,0.05409,0.084203,0.074859,0.091686,0.079764,0.090176,0.11082,0.11568
ZAF,0.089475,0.058356,0.054863,0.050354,0.044726,0.045921,0.054408,0.054486,0.065439,0.034112,0.026117,0.042419,0.030174,0.061771,0.045197,0.059576,0.050162,0.060133,0.078649,0.055908
SWZ,0.0010765,0.0011102,0.00091586,0.00081983,0.00072543,0.0009006,0.0011287,0.00095379,0.001019,0.00089116,0.00073691,0.00087623,0.00071645,0.001009,0.0009701,0.0011073,0.00093148,0.0010574,0.0012287,0.0011933
LSO,0.0021128,0.0014695,0.0013918,0.001267,0.001023,0.0011868,0.0012392,0.0012502,0.0014312,0.00095112,0.00075355,0.0010198,0.00087388,0.0013907,0.0010476,0.0014126,0.0011702,0.0014144,0.0018273,0.0015639
URY,0.0070604,0.004889,0.0042946,0.0036519,0.0036196,0.0028964,0.0037567,0.0037746,0.0043312,0.0024789,0.0011108,0.0023994,0.0025752,0.0027367,0.0036659,0.005107,0.0032893,0.0044526,0.0044851,0.0049745
NZL,0.0081236,0.0079035,0.0077732,0.0076432,0.0074189,0.0075789,0.0075623,0.0080415,0.0078609,0.0076679,0.0073618,0.0074343,0.0071929,0.0073793,0.0072032,0.0076603,0.0070822,0.0072418,0.0073956,0.0074241
GBR,0.00046577,0.000487,0.00042863,0.00045886,0.00044233,0.00040783,0.00043847,0.00041859,0.0004273,0.00040799,0.00037719,0.00040246,0.00034081,0.00041882,0.00034602,0.0004147,0.00042503,0.00037843,0.00041368,0.00039601
DNK,0.012249,0.013434,0.011477,0.010301,0.0091583,0.0089669,0.0093715,0.0091742,0.012251,0.010806,0.0086482,0.0099324,0.0080133,0.0066719,0.0067227,0.0086067,0.0073265,0.0057001,0.0059476,0.0098337
DNK,0.012414,0.013612,0.011657,0.010479,0.0093327,0.0091495,0.0095482,0.0093588,0.012446,0.01099,0.0088187,0.010098,0.0081858,0.0068202,0.0068736,0.0087531,0.007506,0.0058755,0.0061124,0.010021
FRA,0.11417,0.11391,0.099009,0.10348,0.067695,0.072532,0.073449,0.060993,0.12286,0.072339,0.087283,0.13342,0.12391,0.094995,0.073024,0.10148,0.077982,0.093819,0.09341,0.091917
EU,0.77382,0.77964,0.71107,0.71802,0.60942,0.65635,0.68344,0.63232,0.79623,0.71555,0.69366,0.86529,0.69394,0.6174,0.56032,0.70015,0.5866,0.63766,0.68748,0.69088
GBR,0.049371,0.045623,0.036398,0.034115,0.035516,0.027709,0.021724,0.02738,0.033599,0.025486,0.028423,0.076514,0.066846,0.031512,-0.0066672,0.0087853,-0.028689,0.040629,0.024546,0.028017
EUC,0.77504,0.781,0.71237,0.71925,0.61069,0.65747,0.68456,0.63346,0.79747,0.71672,0.69482,0.86629,0.69494,0.61845,0.56123,0.70112,0.58768,0.63873,0.6885,0.69204
