code,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
PRK,0.0049372,0.0036704,-0.00018968,0.0016454,-0.006419,-0.0014966,0.0027628,-0.0049955,-0.0032105,0.0070255,0.0028146,0.0032366,0.0056122,0.0053438,0.010104,0.008005,0.0029322,0.0034411,0.0092081,0.0080607,0.0059208,0.0049906
AND,0.000029391,0.00004246,0.000054782,0.000066344,0.000097448,0.00018739,0.00012027,0.00010248,0.000084159,0.000061076,0.000059718,0.000049353,0.000090768,0.000096215,0.00008463,0.000070262,0.00011854,0.0001352,0.00013912,0.000090304,0.00011291,0.000061748
ALB,0.0042288,0.0049488,0.007062,0.0067267,0.0056625,0.0042769,0.004536,0.004535,0.0056085,0.0056092,0.0055773,0.0056381,0.0061406,0.0076716,0.0057418,0.0050944,0.0068434,0.0055804,0.0035937,0.0051703,0.0052755,0.0053827
TKM,0.015861,0.023359,0.026405,0.02082,0.023921,0.031376,0.021979,0.034932,0.027825,0.023127,0.028709,0.028112,0.032413,0.018361,0.035437,0.029997,0.032803,0.036275,0.032648,0.037263,0.031076,0.03185
MKD,0.0037834,0.0052174,0.0074047,0.0064766,0.0052845,0.0037982,0.003401,0.0023109,0.0055954,0.0049466,0.0053238,0.0038768,0.0051763,0.0052967,0.0037113,0.0029333,0.0038077,0.0030455,0.0017079,0.0038154,0.0034768,0.0038464
TUR,0.077378,0.10356,0.1177,0.1148,0.096416,0.11223,0.11559,0.085088,0.1529,0.13171,0.14233,0.088403,0.11615,0.091574,0.13555,0.1136,0.12352,0.1444,0.13755,0.16827,0.15448,0.1603
PRT,0.018795,0.019325,0.020361,0.022732,0.019656,0.022454,0.019444,0.023469,0.020232,0.020319,0.017258,0.017931,0.023166,0.015462,0.024167,0.020818,0.024751,0.024925,0.02274,0.018695,0.020628,0.0147
AZE,0.0052129,0.0068136,0.008485,0.0076327,0.0076095,0.0107,0.010183,0.015984,0.01285,0.01263,0.01012,0.0085897,0.0094534,0.0046867,0.012755,0.011423,0.0092038,0.011949,0.011973,0.013523,0.010591,0.012031
GRC,0.021473,0.026359,0.034948,0.034182,0.02722,0.022974,0.023744,0.016647,0.032137,0.028914,0.030752,0.023563,0.030078,0.032585,0.024811,0.022115,0.029582,0.026948,0.021978,0.028788,0.026605,0.029908
ARM,0.0025132,0.0028756,0.0031697,0.003256,0.0031432,0.0033971,0.0035614,0.0040405,0.0043073,0.0042727,0.0038565,0.003467,0.0037875,0.0022932,0.004424,0.0042104,0.0034373,0.0041801,0.0044265,0.0047591,0.0037647,0.0041793
TJK,0.0037295,0.0065446,0.0090014,0.0071359,0.0076682,0.010002,0.0069461,0.0048473,0.0085828,0.0088212,0.011735,0.011138,0.010851,0.0046377,0.011702,0.0075574,0.0088029,0.010935,0.0089055,0.010971,0.0089288,0.0083961
IRN,0.091802,0.12244,0.16096,0.12485,0.14239,0.18636,0.14923,0.18825,0.20726,0.18155,0.1955,0.18244,0.19567,0.11609,0.20646,0.16831,0.17614,0.20509,0.18001,0.2079,0.18814,0.19062
KOR,0.030863,0.034875,0.033206,0.026098,0.025739,0.031167,0.016818,0.011468,0.01363,0.021554,0.018847,0.015376,0.017331,0.015609,0.01937,0.017993,0.017078,0.017633,0.020678,0.021503,0.019816,0.01568
AFG,0.027048,0.041288,0.053002,0.039823,0.04731,0.063785,0.047452,0.048197,0.056632,0.048277,0.054681,0.050256,0.058603,0.034835,0.067813,0.045114,0.051165,0.063201,0.053409,0.064968,0.056249,0.053076
TUN,0.0071704,0.010086,0.010966,0.010693,0.010236,0.0059103,0.010969,0.0071838,0.008646,0.01043,0.0074504,0.0066096,0.013459,0.01856,0.0099156,0.0040628,0.010153,0.013195,0.011993,0.0097066,0.01239,0.0052941
IRQ,0.036835,0.046908,0.04931,0.048223,0.050625,0.06286,0.057702,0.063157,0.057413,0.05362,0.06124,0.048351,0.061086,0.039148,0.07325,0.057988,0.057123,0.07128,0.062539,0.07459,0.071047,0.066925
SYR,0.013013,0.016045,0.014272,0.017149,0.014948,0.019799,0.02033,0.01853,0.019864,0.017316,0.021279,0.014029,0.020699,0.012285,0.027161,0.020135,0.016953,0.024807,0.021907,0.028026,0.027363,0.02514
